file,name,complexity
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.upload_file,42
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.upload,30
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.download,24
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.get_files,17
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item,7
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.fixer,6
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.modify_metadata,6
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,BaseItem.__eq__,5
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,BaseItem,4
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,BaseItem.load,4
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.derive,4
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,BaseItem.__hash__,3
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Collection,3
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Collection.__init__,3
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,BaseItem.__init__,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,BaseItem.__repr__,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.__init__,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.refresh,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.no_tasks_pending,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.get_all_item_tasks,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.review,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Collection._do_search,2
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,BaseItem.__le__,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.identifier_available,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.get_task_summary,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.get_history,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.get_catalog,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.undark,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.dark,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.get_review,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.delete_review,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.get_file,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Item.remove_from_simplelist,1
c:/src/pylint-intervention/data/in_the_wild\versions/internetarchive/62c85133090e21659f09964fedd4c18ae4a27483/after/internetarchive_slash_item.py,Collection._make_search,1
