repo_name,file_name,alert,commit,state,prev_count,cur_count,file
jjjake/internetarchive,internetarchive/item.py,simplifiable-if-expression,5799ade4b82fa82534d7e23b276b65a01e36b6fd,added,0,1,internetarchive/item.py
jjjake/internetarchive,internetarchive/item.py,simplifiable-if-expression,e557fc5b5de15550d6f59263dcca6e8faa43cc59,increase,1,2,internetarchive/item.py
jjjake/internetarchive,internetarchive/item.py,simplifiable-if-expression,22c36e429c5a1292c297791d2b7b79bdb088fbf7,decrease,2,1,internetarchive/item.py
jjjake/internetarchive,internetarchive/item.py,simplifiable-if-expression,c08d505b13ded242453a851f476f80057d84905d,increase,1,2,internetarchive/item.py
jjjake/internetarchive,internetarchive/item.py,simplifiable-if-expression,7278bdf3ae069aaf4de81deb21a3c19a76c1aa70,increase,2,3,internetarchive/item.py
jjjake/internetarchive,internetarchive/item.py,simplifiable-if-expression,b397f743c5f53fb043f274658848bd1c36eb42fb,decrease,3,1,internetarchive/item.py
jjjake/internetarchive,internetarchive/item.py,simplifiable-if-expression,62c85133090e21659f09964fedd4c18ae4a27483,removed,1,0,internetarchive/item.py
klahnakoski/mo-dots,mo_dots/datas.py,simplifiable-if-expression,4fd407932f3b9ed7298ea6f949a63559ebb8798a,added,0,1,mo_dots/datas.py
klahnakoski/mo-dots,mo_dots/datas.py,simplifiable-if-expression,cf7f4007d42de343a76eb42e5846721af11a6fe9,removed,1,0,mo_dots/datas.py
jeanslack/Videomass,videomass/vdms_main/main_frame.py,simplifiable-if-expression,f9e0b74e82b9d6ec03f1766f6e030a555e4ff4ba,removed,1,0,videomass/vdms_main/main_frame.py
apache/qpid-dispatch,python/qpid_dispatch_internal/policy/policy_local.py,simplifiable-if-expression,a62be32f143054ad2b10573abc2004b9752a3fe0,added,0,1,python/qpid_dispatch_internal/policy/policy_local.py
apache/qpid-dispatch,python/qpid_dispatch_internal/policy/policy_local.py,simplifiable-if-expression,d8a1f40ebdf198f798745678c78e99d045e3aa74,removed,1,0,python/qpid_dispatch_internal/policy/policy_local.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,25c6e09018bf063da06bdd5e23b049d22326e0ab,added,0,1,devil/devil/android/device_utils.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,b494582b95e5351c5cbe358e75af393a3af1becb,removed,1,0,devil/devil/android/device_utils.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,532e564f622742fc93a7f91dd3556d711e778a7e,added,0,1,devil/devil/android/device_utils.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,7ad7a98bf73470af29bf3d3ec19606673a5a665d,removed,1,0,devil/devil/android/device_utils.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,c70f06e2c97487b6246f9cdf6a2eb81c81fc97cf,added,0,1,devil/devil/android/device_utils.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,504ee6e603ae8e856f00ccea7c5bd0792899cd52,removed,1,0,devil/devil/android/device_utils.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,a34cee3161ef5a20e4e255cd01076bec810689c8,added,0,1,devil/devil/android/device_utils.py
catapult-project/catapult,devil/devil/android/device_utils.py,simplifiable-if-expression,ef16f927e50151533a42c5ecf789c9f75f9f95b3,removed,1,0,devil/devil/android/device_utils.py
wellenvogel/avnav,server/handler/alarmhandler.py,simplifiable-if-expression,50f88850067f45de1c8692b1a54e0469a4fbc556,removed,1,0,server/handler/alarmhandler.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,8774797400d6d1bd0af9a36179c6d6f8236b55f9,added,0,1,kraken/lib/train.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,a72734761b2f8e3e8b35f3bf5b37aca995cc1a64,removed,1,0,kraken/lib/train.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,5a0654e2d2b14df924009e9b0d046594e583c020,added,0,1,kraken/lib/train.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,8829d4457c2dc0ca66a1dca8772e2d390572e342,removed,1,0,kraken/lib/train.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,c39ac73dca48195c833655df090fa5268a6e5508,added,0,1,kraken/lib/train.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,559f5bbc51b51cb745af5f9327b31b9a5ba7bce5,removed,1,0,kraken/lib/train.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,5cd66e91420dd5f1800d92e6529f5c23de40fbce,added,0,1,kraken/lib/train.py
mittagessen/kraken,kraken/lib/train.py,simplifiable-if-expression,69d7db44f6cccec9812a0aadbc7c0a9805802ae8,removed,1,0,kraken/lib/train.py
diofant/diofant,diofant/polys/univar.py,simplifiable-if-expression,a513f7ebe67e5313b51ec8557f4bfa06fc0f9448,added,0,1,diofant/polys/univar.py
diofant/diofant,diofant/polys/univar.py,simplifiable-if-expression,5d04aace44cee50bb1fe1d02e3b866be8ffae7e8,removed,1,0,diofant/polys/univar.py
HERA-Team/hera_mc,hera_mc/watch_dog.py,simplifiable-if-expression,d3b4b0d9eef7049a4906b233540896353af3b1e9,added,0,1,hera_mc/watch_dog.py
HERA-Team/hera_mc,hera_mc/watch_dog.py,simplifiable-if-expression,0844b22238f2af0a2674beb346b0b021841ff35d,removed,1,0,hera_mc/watch_dog.py
lablup/backend.ai-manager,src/ai/backend/manager/api/vfolder.py,simplifiable-if-expression,61a3f10a6d8e0305dbc6f33ab65726c6717dea2b,removed,1,0,src/ai/backend/manager/api/vfolder.py
ray-project/ray,rllib/evaluation/rollout_worker.py,simplifiable-if-expression,8a066474d44110f6fddd16618351fe6317dd7e03,added,0,1,rllib/evaluation/rollout_worker.py
ray-project/ray,rllib/evaluation/rollout_worker.py,simplifiable-if-expression,6b6d3017badc625d4ec983ef81876cc5ccae2ff7,removed,1,0,rllib/evaluation/rollout_worker.py
frappe/frappe,frappe/model/delete_doc.py,simplifiable-if-expression,10361383c133bbcb4ec71374c9970eed81e80a2f,added,0,1,frappe/model/delete_doc.py
frappe/frappe,frappe/model/delete_doc.py,simplifiable-if-expression,1cd47222353accf9bcbf403182fb52fc84bdbf7e,removed,1,0,frappe/model/delete_doc.py
frappe/frappe,frappe/model/delete_doc.py,simplifiable-if-expression,c5fbd0784048d300157dd64c9149be535ed46953,added,0,1,frappe/model/delete_doc.py
frappe/frappe,frappe/model/delete_doc.py,simplifiable-if-expression,1a348262034e5b5814c1ee7ab52eeea10fd3c9b4,removed,1,0,frappe/model/delete_doc.py
ccxt/ccxt,python/ccxt/async_support/digifinex.py,simplifiable-if-expression,969fe3c1fc5fc1bcb0df3857ecefd9acf0441825,added,0,1,python/ccxt/async_support/digifinex.py
ccxt/ccxt,python/ccxt/async_support/digifinex.py,simplifiable-if-expression,f868f5bbfbe1a50b08eb93438a1352e5788aa7eb,removed,1,0,python/ccxt/async_support/digifinex.py
ccxt/ccxt,python/ccxt/async_support/digifinex.py,simplifiable-if-expression,fc76452ba9577ac3861262640abbbf13476b0bdb,added,0,1,python/ccxt/async_support/digifinex.py
ccxt/ccxt,python/ccxt/async_support/digifinex.py,simplifiable-if-expression,15da91c9608849afe4e3df9289fd92ea9f52b85a,increase,1,2,python/ccxt/async_support/digifinex.py
sqlalchemy-redshift/sqlalchemy-redshift,sqlalchemy_redshift/dialect.py,simplifiable-if-expression,ef35db87d0b03f5685dabccbe20cb7f536f8e335,added,0,1,sqlalchemy_redshift/dialect.py
jjjake/internetarchive,internetarchive/session.py,simplifiable-if-expression,4ae90f78a3d8acc76b1faaf3b4a9d8cf23e3d95d,added,0,1,internetarchive/session.py
jjjake/internetarchive,internetarchive/session.py,simplifiable-if-expression,9c16ce1e5fe241680b5a469344fd1217d3d53144,removed,1,0,internetarchive/session.py
jjjake/internetarchive,internetarchive/session.py,simplifiable-if-expression,e827aaef392818c1d6e5c6c3c39d5f7341526a63,added,0,1,internetarchive/session.py
jjjake/internetarchive,internetarchive/session.py,simplifiable-if-expression,946926a20e47543c83f7a2cd2acc9f33d246b19d,removed,1,0,internetarchive/session.py
isard-vdi/isard,api/src/startv3.py,simplifiable-if-expression,4ed8157288716342c392357a07d747861310770b,removed,1,0,api/src/startv3.py
matrix-org/synapse,synapse/storage/databases/main/push_rule.py,simplifiable-if-expression,4cbcd4a99959a4aaa04c023812f02d9c27e4945f,removed,1,0,synapse/storage/databases/main/push_rule.py
moddevices/mod-ui,mod/host.py,simplifiable-if-expression,89d8b73fb2260d68688aee0521307476dcd0683e,added,0,1,mod/host.py
moddevices/mod-ui,mod/host.py,simplifiable-if-expression,af5171dd51c20740ac41adc19214b2f50df7364f,removed,1,0,mod/host.py
diofant/diofant,diofant/polys/polytools.py,simplifiable-if-expression,b0a752a5f889a24e9227782f5822a532efe4cee7,added,0,1,diofant/polys/polytools.py
diofant/diofant,diofant/polys/polytools.py,simplifiable-if-expression,5d04aace44cee50bb1fe1d02e3b866be8ffae7e8,removed,1,0,diofant/polys/polytools.py
googleapis/python-aiplatform,google/cloud/aiplatform_v1/services/endpoint_service/client.py,too-many-branches,e21762b703e3f6f45a40e42395b3387eee72141d,removed,1,0,google/cloud/aiplatform_v1/services/endpoint_service/client.py
googleapis/python-aiplatform,google/cloud/aiplatform_v1/services/endpoint_service/client.py,too-many-branches,11f7593eb42cf3b3c486b013b1f55fa2d87683fd,added,0,1,google/cloud/aiplatform_v1/services/endpoint_service/client.py
googleapis/python-aiplatform,google/cloud/aiplatform_v1/services/featurestore_service/client.py,too-many-branches,11f7593eb42cf3b3c486b013b1f55fa2d87683fd,added,0,1,google/cloud/aiplatform_v1/services/featurestore_service/client.py
sergey-dryabzhinsky/dedupsqlfs,lib-dynload/_recordclass/lib/recordclass/recordclass.py,too-many-branches,15bb1f1af9c56ecfcdf00d9048b32283e78620f0,removed,1,0,lib-dynload/_recordclass/lib/recordclass/recordclass.py
rackerlabs/django-DefectDojo,dojo/tools/zap/parser.py,too-many-branches,f936bc0a1ea331a5038a7bfacdd9c27b61a38457,added,0,1,dojo/tools/zap/parser.py
rackerlabs/django-DefectDojo,dojo/tools/zap/parser.py,too-many-branches,b36490a4fabad4e10448c486104daa741ec0ee57,removed,1,0,dojo/tools/zap/parser.py
PyCQA/pylint,pylint/utils/file_state.py,too-many-branches,d3c763285343a307f204e5e5fe5ffabbf070f73c,removed,1,0,pylint/utils/file_state.py
gajim/gajim,gajim/common/modules/adhoc_commands.py,too-many-branches,d2b1c5c0e6384dbf151a5f80dbf58e9ce14f59cc,removed,1,0,gajim/common/modules/adhoc_commands.py
gem/oq-engine,openquake/hazardlib/lt.py,too-many-branches,c3c6afc520e1a8a9832639c0fe0994cceb9b52bf,added,0,1,openquake/hazardlib/lt.py
gem/oq-engine,openquake/hazardlib/lt.py,too-many-branches,f87f46e4eefa02d4e404a2636c1b366ff0f9e1cd,removed,1,0,openquake/hazardlib/lt.py
gem/oq-engine,openquake/hazardlib/lt.py,too-many-branches,35f7dfb76e9dedb6a80a02054bbe5faad6b04329,added,0,1,openquake/hazardlib/lt.py
gem/oq-engine,openquake/hazardlib/lt.py,too-many-branches,34a8ec432a12621585fdc68581c6df61623c2b93,removed,1,0,openquake/hazardlib/lt.py
awslabs/sockeye,sockeye/utils.py,too-many-branches,41b059e45735c2574f0ccc3978acf8a77c4dfc91,added,0,1,sockeye/utils.py
awslabs/sockeye,sockeye/utils.py,too-many-branches,cc7922efc204cb3b2950139969004be6ccf0bdae,removed,1,0,sockeye/utils.py
tensorflow/tensorflow,tensorflow/python/tpu/tpu_embedding_v2.py,too-many-branches,5f5041fc9c8c616eb8a14de173f5ec3fc27dfef6,added,0,1,tensorflow/python/tpu/tpu_embedding_v2.py
tensorflow/tensorflow,tensorflow/python/tpu/tpu_embedding_v2.py,too-many-branches,bcaa59cc1220ccae9bb2598567b85601b4400b04,increase,1,2,tensorflow/python/tpu/tpu_embedding_v2.py
tensorflow/tensorflow,tensorflow/python/tpu/tpu_embedding_v2.py,too-many-branches,ce829708e91077862a5352b6d545b1167ce89007,decrease,2,1,tensorflow/python/tpu/tpu_embedding_v2.py
tensorflow/tensorflow,tensorflow/python/tpu/tpu_embedding_v2.py,too-many-branches,1985c895aa161ab0c8a91d1217567d76da06143c,increase,1,2,tensorflow/python/tpu/tpu_embedding_v2.py
tensorflow/tensorflow,tensorflow/python/tpu/tpu_embedding_v2.py,too-many-branches,a2123a0e86e3fc7068acf5131bb82a284f70c253,decrease,2,1,tensorflow/python/tpu/tpu_embedding_v2.py
tensorflow/tensorflow,tensorflow/python/tpu/tpu_embedding_v2.py,too-many-branches,b4a4a9cebc65d008d5a3484e9e6b5e5df2e33552,removed,1,0,tensorflow/python/tpu/tpu_embedding_v2.py
tensorflow/tensorflow,tensorflow/python/tpu/tpu_embedding_v2.py,too-many-branches,120c91bd0f6de27ad49016bb63c16e2664e83488,added,0,1,tensorflow/python/tpu/tpu_embedding_v2.py
pantsbuild/pants,src/python/pants/core/goals/fmt.py,too-many-branches,18114b96cd57f943f7f93f751b3465b288a9810d,added,0,1,src/python/pants/core/goals/fmt.py
pantsbuild/pants,src/python/pants/core/goals/fmt.py,too-many-branches,c4f9d87bae2f09bfea18141742bae8deaa4748eb,removed,1,0,src/python/pants/core/goals/fmt.py
pymedusa/Medusa,medusa/server/web/config/general.py,too-many-branches,a1fa3e90d768201af8b5589005b5caf81273dabc,removed,1,0,medusa/server/web/config/general.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,86055f7dd79a5a88408008a1b44a4a3e773b405d,added,0,1,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,2411992cd3f74bc0a1bf73afed0eaf48b5d8b4a3,removed,1,0,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,671bfb0c5eea8692933241b4fcc041d01f9c696b,added,0,1,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,67d8d0f176137bda8efe84ae36d6495b5debe7c7,removed,1,0,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,8ad9db7bae9a5ea0048b8c15d41e2a2d5bfb4bf6,added,0,1,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,f6414dbb3eb1b598a58ae7c0e0a29422ee403165,removed,1,0,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,9d99721a71814f0cdc6f5ad3e3c2984fe8e5206e,added,0,1,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,325ecd94b17ae05b453a21564afa11b9580e4510,removed,1,0,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,0acd2a1fb0cf84362bb14ba45e9c9c7b558da3d8,added,0,1,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,8616006177f1388bded772d55c894e51196de9f8,removed,1,0,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,0bb87344d429c68b50706d8358204146a7c6aabd,added,0,1,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
DiCarloLab-Delft/PycQED_py3,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py,too-many-branches,f30aa02c1b5687bb302cd6783534e426a6fd5ae6,removed,1,0,pycqed/instrument_drivers/meta_instrument/LutMans/ro_lutman.py
sosreport/sos,sos/report/plugins/networking.py,too-many-branches,2996d4078a28f865c9bf339c62b55c914b336815,removed,1,0,sos/report/plugins/networking.py
sosreport/sos,sos/report/plugins/networking.py,too-many-branches,e14e41538c9864b360184574e3a80a00ed4fd50a,added,0,1,sos/report/plugins/networking.py
sosreport/sos,sos/report/plugins/networking.py,too-many-branches,1d57cdaf45e806fc47233d72add126f89023e08a,removed,1,0,sos/report/plugins/networking.py
jeremiah-c-leary/vhdl-style-guide,vsg/vhdlFile/code_tags.py,too-many-branches,ab566beed24815c1dc3bc34f8a8eadb76062c88f,removed,1,0,vsg/vhdlFile/code_tags.py
VROOM-Project/vroom-scripts,src/plot.py,too-many-branches,e8c8c3855d83bf25eb5cac9c1ed47f8fd174c2e1,added,0,1,src/plot.py
VROOM-Project/vroom-scripts,src/plot.py,too-many-branches,cf26d0659afaadb29e60efe8ea31c612edfe18a0,removed,1,0,src/plot.py
VROOM-Project/vroom-scripts,src/plot.py,too-many-branches,a879f3236a7de2e020b4d990ef7d4a12065296c1,added,0,1,src/plot.py
huggingface/transformers,src/transformers/models/deberta_v2/modeling_tf_deberta_v2.py,too-many-branches,319cbbe19153d935f1e706b9bb2e9a294defe9e5,removed,1,0,src/transformers/models/deberta_v2/modeling_tf_deberta_v2.py
googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/index_service/client.py,too-many-branches,e21762b703e3f6f45a40e42395b3387eee72141d,removed,1,0,google/cloud/aiplatform_v1beta1/services/index_service/client.py
googleapis/python-aiplatform,google/cloud/aiplatform_v1beta1/services/index_service/client.py,too-many-branches,11f7593eb42cf3b3c486b013b1f55fa2d87683fd,added,0,1,google/cloud/aiplatform_v1beta1/services/index_service/client.py
websocket-client/websocket-client,websocket/_http.py,too-many-branches,9a146e32e153fa1e0111b216f32c4b0e35ec9c12,added,0,1,websocket/_http.py
websocket-client/websocket-client,websocket/_http.py,too-many-branches,1ec4ccbdfbd2c40662a419c93b83a924e3df85f3,removed,1,0,websocket/_http.py
websocket-client/websocket-client,websocket/_http.py,too-many-branches,d7c28d90ab94a400181924a586e3833ce9e1b990,added,0,1,websocket/_http.py
websocket-client/websocket-client,websocket/_http.py,too-many-branches,9adfb69e1e0af80a767874f9248416739e72c742,removed,1,0,websocket/_http.py
matrix-org/synapse,synapse/rest/client/sync.py,too-many-branches,a8db8c6eba8625f8fc224b320be6074d849ceada,removed,1,0,synapse/rest/client/sync.py
guardicore/monkey,monkey/infection_monkey/main.py,too-many-branches,8d225b5c1b1da66025e1beaafd512966aed8dc45,removed,1,0,monkey/infection_monkey/main.py
aiven/aiven-client,aiven/client/argx.py,too-many-branches,addcb3db5228134eaaa961a497976fbb45609a24,added,0,1,aiven/client/argx.py
aiven/aiven-client,aiven/client/argx.py,too-many-branches,ff97c2fd5c45149579686f293123b98d3cbd13aa,removed,1,0,aiven/client/argx.py
Keeper-Security/Commander,keepercommander/yubikey/yubikey.py,too-many-branches,dc6aa2a5f4f2d807efb86c1ae2101c986cabfa87,added,0,1,keepercommander/yubikey/yubikey.py
Keeper-Security/Commander,keepercommander/yubikey/yubikey.py,too-many-branches,99fc98289551c67746926d2ed61864ad9b96af42,removed,1,0,keepercommander/yubikey/yubikey.py
Keeper-Security/Commander,keepercommander/yubikey/yubikey.py,too-many-branches,f1685d3baafe0a0798f8428a6d06a4c649b22a4c,added,0,2,keepercommander/yubikey/yubikey.py
Fizzadar/pyinfra,pyinfra/api/state.py,too-many-branches,890d12f31af9359c079a71b21e70f160b227fb79,added,0,1,pyinfra/api/state.py
Fizzadar/pyinfra,pyinfra/api/state.py,too-many-branches,3d425cfe0a87d4fbf85dc624ca5ea0c46b51923d,removed,1,0,pyinfra/api/state.py
jeremiah-c-leary/vhdl-style-guide,vsg/vhdlFile/classify/name.py,too-many-branches,a18ab6414d1b076ee418494c423675cc8d4749f4,added,0,1,vsg/vhdlFile/classify/name.py
jeremiah-c-leary/vhdl-style-guide,vsg/vhdlFile/classify/name.py,too-many-branches,c2014549a7c0b9c0a9d90039ce40fbfc98b1e7e0,removed,1,0,vsg/vhdlFile/classify/name.py
