LOC,LLOC,SLOC,Comments,Single comments,Multi,Blank,h1,h2,N1,N2,vocabulary,length,calculated_length,volume,difficulty,effort,time,bugs,McCabe_max,McCabe_sum,path
244,175,184,18,18,9,33,7,36,25,45,43,70,205.76878450632645,379.83853282914686,4.375,1661.7935811275174,92.32186561819542,0.12661284427638228,19,50,bioconda_utils\artifacts.py
1822,635,1135,124,131,263,293,14,217,143,276,231,419,1737.5595863492586,3289.882848353328,8.903225806451612,29290.569875661884,1627.2538819812157,1.096627616117776,20,172,versioneer.py
1317,559,776,80,67,275,199,13,167,106,195,180,301,1281.184333179001,2255.047781995232,7.589820359281437,17115.40756693986,950.8559759411032,0.7516825939984106,32,185,bioconda_utils\bioconductor_skeleton.py
667,407,402,30,45,115,105,15,89,60,103,104,163,634.9436342901372,1092.171674056998,8.679775280898877,9479.804698977876,526.655816609882,0.364057224685666,13,138,bioconda_utils\githandler.py
513,280,349,27,27,70,67,15,65,51,90,80,141,450.05726678097733,891.391861379118,10.384615384615385,9256.761637398535,514.2645354110297,0.297130620459706,40,101,bioconda_utils\build.py
363,145,195,72,73,46,49,10,38,25,46,48,71,232.64052645972987,396.53233755120215,6.052631578947368,2400.0641483362233,133.33689712979017,0.13217744585040073,16,40,bioconda_utils\update_pinnings.py
817,507,487,46,56,142,132,15,145,106,190,160,296,1099.6901769862932,2167.290716086659,9.827586206896552,21299.2363477482,1183.2909082082333,0.722430238695553,15,174,bioconda_utils\recipe.py
1656,841,950,84,78,332,296,19,217,138,256,236,394,1764.9672401958803,3105.761361448566,11.2073732718894,34807.426871165495,1933.7459372869719,1.035253787149522,17,299,bioconda_utils\utils.py
1129,596,897,41,43,70,119,15,158,114,199,173,313,1212.6007171461101,2327.038635250295,9.44620253164557,21981.678247538388,1221.204347085466,0.7756795450834317,35,156,bioconda_utils\cli.py
1227,745,743,60,92,175,217,12,147,105,179,159,284,1101.3713846995995,2076.858759300757,7.3061224489795915,15173.784404687161,842.9880224826201,0.6922862531002523,22,318,bioconda_utils\autobump.py
